GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
boleto.app,com.com470.boleto.app.service,BoletoService,0,40,0,0,0,9,0,6,0,6
boleto.app,com.com470.boleto.app.controller,BoletoController,28,0,0,0,7,0,6,0,6,0
boleto.app,com.com470.boleto.app.entities,Boleto,18,27,0,0,6,13,6,7,6,7
boleto.app,com.com470.boleto.app,Application,43,0,0,0,12,0,2,0,2,0
